date,temp_min,temp_max,temp_mean,temp_quick_change,wind_min,wind_max,wind_mean,wind_quick_change,pressure_min,pressure_max,pressure_mean,pressure_quick_change,sun_irr_min,sun_irr_max,sun_irr_mean,sun_time_min,sun_time_max,sun_time_mean,sun_irr_quick_change,sun_time_quick_change,precip_min,precip_max,precip_mean,precip_total,precipitation_quick_change,cloud_min,cloud_max,cloud_mean,cloud_quick_change
1939-02-05,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-02-06,,,,,4.5,9.0,6.625,False,,,,,,,,,,,,,,,,,,,,,
1939-02-07,,,,,4.5,9.0,6.625,False,,,,,,,,,,,,,,,,,,,,,
1939-02-08,,,,,4.5,9.0,6.625,True,,,,,,,,,,,,,,,,,,,,,
1939-02-09,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-02-10,,,,,1.0,6.5,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-02-11,,,,,1.0,6.5,4.125,True,,,,,,,,,,,,,,,,,,,,,
1939-02-12,,,,,4.5,9.0,6.125,True,,,,,,,,,,,,,,,,,,,,,
1939-02-13,,,,,6.5,9.0,7.75,True,,,,,,,,,,,,,,,,,,,,,
1939-02-14,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-02-15,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-02-16,,,,,9.0,15.0,11.25,True,,,,,,,,,,,,,,,,,,,,,
1939-02-17,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-02-18,,,,,4.5,9.0,6.625,True,,,,,,,,,,,,,,,,,,,,,
1939-02-19,,,,,1.0,4.5,3.125,True,,,,,,,,,,,,,,,,,,,,,
1939-02-20,,,,,0.0,4.5,2.875,False,,,,,,,,,,,,,,,,,,,,,
1939-02-21,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-02-22,,,,,1.0,6.5,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-02-23,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-02-24,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-02-25,,,,,6.5,9.0,7.75,False,,,,,,,,,,,,,,,,,,,,,
1939-02-26,,,,,4.5,9.0,6.625,False,,,,,,,,,,,,,,,,,,,,,
1939-02-27,,,,,2.5,6.5,5.0,True,,,,,,,,,,,,,,,,,,,,,
1939-02-28,,,,,1.0,6.5,3.625,True,,,,,,,,,,,,,,,,,,,,,
1939-03-01,,,,,1.0,4.5,2.75,False,,,,,,,,,,,,,,,,,,,,,
1939-03-02,,,,,1.0,2.5,1.75,False,,,,,,,,,,,,,,,,,,,,,
1939-03-03,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-03-04,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-05,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-03-06,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-07,,,,,4.5,6.5,5.5,False,,,,,,,,,,,,,,,,,,,,,
1939-03-08,,,,,2.5,2.5,2.5,False,,,,,,,,,,,,,,,,,,,,,
1939-03-09,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-03-10,,,,,2.5,6.5,5.0,True,,,,,,,,,,,,,,,,,,,,,
1939-03-11,,,,,1.0,2.5,1.75,False,,,,,,,,,,,,,,,,,,,,,
1939-03-12,,,,,1.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-13,,,,,0.0,6.5,3.375,True,,,,,,,,,,,,,,,,,,,,,
1939-03-14,,,,,1.0,4.5,2.25,False,,,,,,,,,,,,,,,,,,,,,
1939-03-15,,,,,4.5,9.0,6.625,False,,,,,,,,,,,,,,,,,,,,,
1939-03-16,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-17,,,,,6.5,6.5,6.5,False,,,,,,,,,,,,,,,,,,,,,
1939-03-18,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-03-19,,,,,1.0,6.5,3.125,True,,,,,,,,,,,,,,,,,,,,,
1939-03-20,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-21,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-03-22,,,,,0.0,4.5,1.625,True,,,,,,,,,,,,,,,,,,,,,
1939-03-23,,,,,0.0,4.5,2.0,True,,,,,,,,,,,,,,,,,,,,,
1939-03-24,,,,,1.0,6.5,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-03-25,,,,,1.0,2.5,2.125,False,,,,,,,,,,,,,,,,,,,,,
1939-03-26,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-03-27,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-03-28,,,,,6.5,9.0,7.75,False,,,,,,,,,,,,,,,,,,,,,
1939-03-29,,,,,1.0,6.5,4.125,True,,,,,,,,,,,,,,,,,,,,,
1939-03-30,,,,,1.0,6.5,4.125,True,,,,,,,,,,,,,,,,,,,,,
1939-03-31,,,,,0.0,2.5,1.125,True,,,,,,,,,,,,,,,,,,,,,
1939-04-01,,,,,1.0,2.5,1.375,False,,,,,,,,,,,,,,,,,,,,,
1939-04-02,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-04-03,,,,,2.5,9.0,5.125,True,,,,,,,,,,,,,,,,,,,,,
1939-04-04,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-04-05,,,,,0.0,4.5,2.3333333333333335,False,,,,,,,,,,,,,,,,,,,,,
1939-04-06,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-04-07,,,,,2.5,12.0,5.875,True,,,,,,,,,,,,,,,,,,,,,
1939-04-08,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-04-09,,,,,0.0,2.5,1.125,False,,,,,,,,,,,,,,,,,,,,,
1939-04-10,,,,,1.0,4.5,1.875,False,,,,,,,,,,,,,,,,,,,,,
1939-04-11,,,,,0.0,6.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-04-12,,,,,0.0,6.5,2.5,True,,,,,,,,,,,,,,,,,,,,,
1939-04-13,,,,,2.5,6.5,5.0,True,,,,,,,,,,,,,,,,,,,,,
1939-04-14,,,,,2.5,12.0,6.875,True,,,,,,,,,,,,,,,,,,,,,
1939-04-15,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-04-16,,,,,4.5,6.5,5.166666666666667,False,,,,,,,,,,,,,,,,,,,,,
1939-04-17,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-04-18,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-04-19,,,,,1.0,6.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-04-20,,,,,2.5,9.0,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-04-21,,,,,1.0,6.5,4.125,True,,,,,,,,,,,,,,,,,,,,,
1939-04-22,,,,,1.0,6.5,3.75,True,,,,,,,,,,,,,,,,,,,,,
1939-04-23,,,,,1.0,4.5,3.3333333333333335,False,,,,,,,,,,,,,,,,,,,,,
1939-04-24,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-04-25,,,,,0.0,4.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-04-26,,,,,2.5,6.5,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-04-27,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-04-28,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-04-29,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-04-30,,,,,1.0,2.5,1.375,False,,,,,,,,,,,,,,,,,,,,,
1939-05-01,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-05-02,,,,,0.0,6.5,3.0,True,,,,,,,,,,,,,,,,,,,,,
1939-05-03,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-04,,,,,0.0,4.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-05,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-06,,,,,0.0,6.5,4.375,True,,,,,,,,,,,,,,,,,,,,,
1939-05-07,,,,,0.0,4.5,2.375,True,,,,,,,,,,,,,,,,,,,,,
1939-05-08,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-05-09,,,,,0.0,4.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-10,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-05-11,,,,,0.0,6.5,2.125,True,,,,,,,,,,,,,,,,,,,,,
1939-05-12,,,,,0.0,2.5,1.875,False,,,,,,,,,,,,,,,,,,,,,
1939-05-13,,,,,0.0,6.5,3.375,True,,,,,,,,,,,,,,,,,,,,,
1939-05-14,,,,,0.0,4.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-15,,,,,1.0,6.5,5.125,True,,,,,,,,,,,,,,,,,,,,,
1939-05-16,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-05-17,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-05-18,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-05-19,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-05-20,,,,,1.0,6.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-05-21,,,,,0.0,6.5,3.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-22,,,,,0.0,4.5,2.375,True,,,,,,,,,,,,,,,,,,,,,
1939-05-23,,,,,0.0,4.5,2.875,False,,,,,,,,,,,,,,,,,,,,,
1939-05-24,,,,,0.0,6.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-05-25,,,,,0.0,4.5,3.375,True,,,,,,,,,,,,,,,,,,,,,
1939-05-26,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-05-27,,,,,0.0,2.5,1.125,False,,,,,,,,,,,,,,,,,,,,,
1939-05-28,,,,,2.5,9.0,6.125,True,,,,,,,,,,,,,,,,,,,,,
1939-05-29,,,,,2.5,9.0,5.125,True,,,,,,,,,,,,,,,,,,,,,
1939-05-30,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-05-31,,,,,4.5,6.5,5.5,False,,,,,,,,,,,,,,,,,,,,,
1939-06-01,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-06-02,,,,,2.5,6.5,5.5,True,,,,,,,,,,,,,,,,,,,,,
1939-06-03,,,,,1.0,6.5,5.125,True,,,,,,,,,,,,,,,,,,,,,
1939-06-04,,,,,2.5,4.5,3.5,True,,,,,,,,,,,,,,,,,,,,,
1939-06-05,,,,,1.0,6.5,4.625,False,,,,,,,,,,,,,,,,,,,,,
1939-06-06,,,,,1.0,9.0,4.75,True,,,,,,,,,,,,,,,,,,,,,
1939-06-07,,,,,6.5,12.0,9.25,True,,,,,,,,,,,,,,,,,,,,,
1939-06-08,,,,,0.0,4.5,3.375,True,,,,,,,,,,,,,,,,,,,,,
1939-06-09,,,,,4.5,6.5,5.0,False,,,,,,,,,,,,,,,,,,,,,
1939-06-10,,,,,4.5,9.0,7.25,False,,,,,,,,,,,,,,,,,,,,,
1939-06-11,,,,,6.5,9.0,7.125,False,,,,,,,,,,,,,,,,,,,,,
1939-06-12,,,,,1.0,4.5,2.25,True,,,,,,,,,,,,,,,,,,,,,
1939-06-13,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-06-14,,,,,0.0,4.5,2.375,False,,,,,,,,,,,,,,,,,,,,,
1939-06-15,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-06-16,,,,,1.0,6.5,3.625,True,,,,,,,,,,,,,,,,,,,,,
1939-06-17,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-06-18,,,,,4.5,6.5,5.0,False,,,,,,,,,,,,,,,,,,,,,
1939-06-19,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-06-20,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-06-21,,,,,0.0,6.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-06-22,,,,,2.5,9.0,6.125,True,,,,,,,,,,,,,,,,,,,,,
1939-06-23,,,,,1.0,4.5,2.625,True,,,,,,,,,,,,,,,,,,,,,
1939-06-24,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-06-25,,,,,1.0,4.5,2.25,True,,,,,,,,,,,,,,,,,,,,,
1939-06-26,,,,,2.5,6.5,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-06-27,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-06-28,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-06-29,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-06-30,,,,,1.0,6.5,3.25,True,,,,,,,,,,,,,,,,,,,,,
1939-07-01,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-07-02,,,,,2.5,9.0,5.625,True,,,,,,,,,,,,,,,,,,,,,
1939-07-03,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-07-04,,,,,4.5,6.5,5.0,False,,,,,,,,,,,,,,,,,,,,,
1939-07-05,,,,,0.0,6.5,2.5,True,,,,,,,,,,,,,,,,,,,,,
1939-07-06,,,,,1.0,6.5,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-07-07,,,,,1.0,6.5,4.625,True,,,,,,,,,,,,,,,,,,,,,
1939-07-08,,,,,1.0,9.0,4.75,True,,,,,,,,,,,,,,,,,,,,,
1939-07-09,,,,,1.0,12.0,4.125,True,,,,,,,,,,,,,,,,,,,,,
1939-07-10,,,,,1.0,9.0,5.25,True,,,,,,,,,,,,,,,,,,,,,
1939-07-11,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-07-12,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-07-13,,,,,1.0,9.0,4.25,True,,,,,,,,,,,,,,,,,,,,,
1939-07-14,,,,,2.5,6.5,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-07-15,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-07-16,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-07-17,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-07-18,,,,,2.5,6.5,4.5,True,,,,,,,,,,,,,,,,,,,,,
1939-07-19,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-07-20,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-07-21,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-07-22,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-07-23,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-07-24,,,,,4.5,6.5,5.5,False,,,,,,,,,,,,,,,,,,,,,
1939-07-25,,,,,0.0,2.5,1.125,True,,,,,,,,,,,,,,,,,,,,,
1939-07-26,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-07-27,,,,,4.5,6.5,5.166666666666667,False,,,,,,,,,,,,,,,,,,,,,
1939-07-28,,,,,0.0,4.5,3.375,True,,,,,,,,,,,,,,,,,,,,,
1939-07-29,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-07-30,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-07-31,,,,,1.0,9.0,3.75,True,,,,,,,,,,,,,,,,,,,,,
1939-08-01,,,,,4.5,6.5,6.0,True,,,,,,,,,,,,,,,,,,,,,
1939-08-02,,,,,2.5,4.5,3.5,True,,,,,,,,,,,,,,,,,,,,,
1939-08-03,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-04,,,,,0.0,4.5,2.375,False,,,,,,,,,,,,,,,,,,,,,
1939-08-05,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-08-06,,,,,2.5,4.5,4.0,False,,,,,,,,,,,,,,,,,,,,,
1939-08-07,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-08-08,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-08-09,,,,,1.0,6.5,3.25,True,,,,,,,,,,,,,,,,,,,,,
1939-08-10,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-08-11,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-08-12,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-13,,,,,1.0,6.5,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-08-14,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-08-15,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-16,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-17,,,,,1.0,6.5,2.75,True,,,,,,,,,,,,,,,,,,,,,
1939-08-18,,,,,1.0,2.5,1.75,True,,,,,,,,,,,,,,,,,,,,,
1939-08-19,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-08-20,,,,,0.0,2.5,1.5,True,,,,,,,,,,,,,,,,,,,,,
1939-08-21,,,,,0.0,2.5,1.25,False,,,,,,,,,,,,,,,,,,,,,
1939-08-22,,,,,0.0,4.5,2.25,True,,,,,,,,,,,,,,,,,,,,,
1939-08-23,,,,,0.0,9.0,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-08-24,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-25,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-08-26,,,,,0.0,2.5,1.5,False,,,,,,,,,,,,,,,,,,,,,
1939-08-27,,,,,1.0,4.5,2.25,False,,,,,,,,,,,,,,,,,,,,,
1939-08-28,,,,,1.0,6.5,2.375,True,,,,,,,,,,,,,,,,,,,,,
1939-08-29,,,,,0.0,4.5,1.625,True,,,,,,,,,,,,,,,,,,,,,
1939-08-30,,,,,1.0,4.5,2.25,False,,,,,,,,,,,,,,,,,,,,,
1939-08-31,,,,,1.0,2.5,1.375,False,,,,,,,,,,,,,,,,,,,,,
1939-09-01,,,,,1.0,2.5,2.125,False,,,,,,,,,,,,,,,,,,,,,
1939-09-02,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-09-03,,,,,0.0,1.0,0.75,False,,,,,,,,,,,,,,,,,,,,,
1939-09-04,,,,,0.0,2.5,1.875,False,,,,,,,,,,,,,,,,,,,,,
1939-09-05,,,,,0.0,2.5,1.25,False,,,,,,,,,,,,,,,,,,,,,
1939-09-06,,,,,0.0,4.5,2.5,True,,,,,,,,,,,,,,,,,,,,,
1939-09-07,,,,,0.0,4.5,1.125,True,,,,,,,,,,,,,,,,,,,,,
1939-09-08,,,,,0.0,4.5,2.875,False,,,,,,,,,,,,,,,,,,,,,
1939-09-09,,,,,4.5,6.5,6.0,False,,,,,,,,,,,,,,,,,,,,,
1939-09-10,,,,,1.0,4.5,2.625,True,,,,,,,,,,,,,,,,,,,,,
1939-09-11,,,,,1.0,9.0,4.75,True,,,,,,,,,,,,,,,,,,,,,
1939-09-12,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-09-13,,,,,0.0,6.5,2.5,True,,,,,,,,,,,,,,,,,,,,,
1939-09-14,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-09-15,,,,,1.0,4.5,3.125,False,,,,,,,,,,,,,,,,,,,,,
1939-09-16,,,,,1.0,4.5,2.25,False,,,,,,,,,,,,,,,,,,,,,
1939-09-17,,,,,1.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,
1939-09-18,,,,,1.0,4.5,2.75,False,,,,,,,,,,,,,,,,,,,,,
1939-09-19,,,,,0.0,2.5,1.125,False,,,,,,,,,,,,,,,,,,,,,
1939-09-20,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,,,,
1939-09-21,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-09-22,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-09-23,,,,,1.0,9.0,5.0,True,,,,,,,,,,,,,,,,,,,,,
1939-09-24,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-09-25,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-09-26,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-09-27,,,,,1.0,6.5,3.625,True,,,,,,,,,,,,,,,,,,,,,
1939-09-28,,,,,0.0,4.5,2.875,True,,,,,,,,,,,,,,,,,,,,,
1939-09-29,,,,,0.0,4.5,2.0,True,,,,,,,,,,,,,,,,,,,,,
1939-09-30,,,,,1.0,9.0,4.75,True,,,,,,,,,,,,,,,,,,,,,
1939-10-01,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-02,,,,,0.0,4.5,1.375,True,,,,,,,,,,,,,,,,,,,,,
1939-10-03,,,,,0.0,2.5,0.875,False,,,,,,,,,,,,,,,,,,,,,
1939-10-04,,,,,1.0,2.5,1.75,False,,,,,,,,,,,,,,,,,,,,,
1939-10-05,,,,,0.0,4.5,2.5,True,,,,,,,,,,,,,,,,,,,,,
1939-10-06,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-10-07,,,,,2.5,6.5,4.0,True,,,,,,,,,,,,,,,,,,,,,
1939-10-08,,,,,2.5,4.5,3.5,False,,,,,,,,,,,,,,,,,,,,,
1939-10-09,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-10,,,,,1.0,6.5,4.125,False,,,,,,,,,,,,,,,,,,,,,
1939-10-11,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-12,,,,,2.5,4.5,3.0,False,,,,,,,,,,,,,,,,,,,,,
1939-10-13,,,,,2.5,6.5,4.5,False,,,,,,,,,,,,,,,,,,,,,
1939-10-14,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-15,,,,,1.0,4.5,3.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-16,,,,,1.0,2.5,2.125,False,,,,,,,,,,,,,,,,,,,,,
1939-10-17,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
1939-10-18,,,,,0.0,4.5,1.625,True,,,,,,,,,,,,,,,,,,,,,
1939-10-19,,,,,0.0,1.0,0.5,False,,,,,,,,,,,,,,,,,,,,,
1939-10-20,,,,,0.0,4.5,2.0,True,,,,,,,,,,,,,,,,,,,,,
1939-10-21,,,,,0.0,2.5,0.875,False,,,,,,,,,,,,,,,,,,,,,
1939-10-22,,,,,1.0,4.5,2.625,False,,,,,,,,,,,,,,,,,,,,,
